informal_text_inp,normal_text_inp,normal_text_out
<fun..How i wish i can spend this coming v day with u..Hee..Can?Future guy>,<Fun. How I wish I can spend this coming valentine's day with you. Hee. Can? Future guy.,Fun. How I wish I can spend this coming valentine's day with you. Hee. Can? Future guy.>
"<Wa... I ate one cup of yoghurt, yum yum...>","<Wow. I ate one cup of yoghurt, yummy.","Wow. I ate one cup of yoghurt, yummy.>"
<Ya...Dat dae i check dun haf...So how? Where u wan?>,"<Yeah. That day I checked, did not have. So how? Where do you want?","Yeah. That day I checked, did not have. So how? Where do you want?>"
<haha. i sympathise! i got to go to school on saturday for only one 1 hour lecture!>,<I sympathise! I got to go to school on Saturday for only one one hour lecture!,I sympathise! I got to go to school on Saturday for only one one hour lecture!>
<Hey free tonight for online chatting session at 11pm>,"<Hey, are you free tonight for an online chatting session at 11PM?","Hey, are you free tonight for an online chatting session at 11PM?>"
"<Ok gd, thats wat every one who replied is saying. Let u noe results later ü>","<Ok, good, that's what everyone who replied is saying. Let you know results later.","Ok, good, that's what everyone who replied is saying. Let you know results later.>"
"<No lah,dont be 2sensitive on sars,actually i find u cute so decide 2made frd with u.>","<No, don't be too sensitive on SARS, actually I find you cute so I decide to make friends with you.","No, don't be too sensitive on SARS, actually I find you cute so I decide to make friends with you.>"
<Opps... sorry.. i kept tinking tmr is wed.. sorry.. haha..>,<Oops. Sorry. I kept thinking tomorrow is Wednesday. Sorry. Haha.,Oops. Sorry. I kept thinking tomorrow is Wednesday. Sorry. Haha.>
<It's at maxwell road? V far walk a not ?>,<It's at Maxwell road? Very far walk or not?,It's at Maxwell road? Very far walk or not?>
<W don get the wrong idea ok .. Im curious only ..>,"<We don't get the wrong idea, OK? I'm curious only.","We don't get the wrong idea, OK? I'm curious only.>"
<malayu all kayu leh.>,<Malays are all woods.,Malays are all woods.>
<CDD wants those on MC to be reported immediately becoz of SARS.Action will be taken against non compliance>,<CDD wants those on MC to be reported immediately because of SARS. Action will be taken against non-compliance.,CDD wants those on MC to be reported immediately because of SARS. Action will be taken against non-compliance.>
<I be goin from hm. Wat time n where to meet?>,<I'll be going from home. What time and where to meet?,I'll be going from home. What time and where to meet?>
<So is our dear pink here oredi? Saved a seat 4 u... I'm at e left side...>,<So is our dear Pink here already? I have saved a seat for you. I'm at the left side.,So is our dear Pink here already? I have saved a seat for you. I'm at the left side.>
"<Really... Haha, i'm at yck, near amk... So gd get half day off...>","<Really. Laugh, I'm at YCK, near AMK. So good get half day off.","Really. Laugh, I'm at YCK, near AMK. So good get half day off.>"
<tmr i got driving... 1245 slot.... Meet ü after that ? The puzzle is almost complete... Left the eyes and ears and nose>,<Tomorrow I got driving. 12:45 slot. Meet you after that? The puzzle is almost complete. Left the eyes and ears and nose.,Tomorrow I got driving. 12:45 slot. Meet you after that? The puzzle is almost complete. Left the eyes and ears and nose.>
"<wah, so expensive ah! thermometer spoiled issit..ü did ur sis feel unwell? i reached home le, goin to bathe. Ü>","<So expensive! Thermometer spoiled is it? Did your sister feel unwell? I've reached home, going to bath.","So expensive! Thermometer spoiled is it? Did your sister feel unwell? I've reached home, going to bath.>"
<We juz finish buyin our grocery... Goin to cook dinner tonite la...>,<We just finished buying our groceries. Going to cook dinner tonight.,We just finished buying our groceries. Going to cook dinner tonight.>
<Eh. I'm still at the bus stop... Missed the bus. So i might be later than you>,<I'm still at the bus stop. I missed the bus. So I might be later than you.,I'm still at the bus stop. I missed the bus. So I might be later than you.>
<Dun worry la.yun so clever sure can make it one. n.n i'm waitin to sit ür car. Hee->,<Don't worry. You are so clever sure can make it one. And I'm waiting to sit your car.,Don't worry. You are so clever sure can make it one. And I'm waiting to sit your car.>
<Can't u juz give me ur intro 1st plzZz...>,<Can't you just give me your introduction first?,Can't you just give me your introduction first?>
"<ger, wan tuition? p 3, live in serangoon.>","<Girl, want tuition? Primary 3, live in Serangoon.","Girl, want tuition? Primary 3, live in Serangoon.>"
<This time not pain leh.. Haha. Okay. Cya on wed!>,<This time not painful. Haha. Okay. See you on Wednesday!,This time not painful. Haha. Okay. See you on Wednesday!>
"<ger ah,dun forget tt we'r meetin today k.when i end i msg ü k.>","<Girl, don't forget that we are meeting today. When I end I message you.","Girl, don't forget that we are meeting today. When I end I message you.>"
"<Sux big time... Feel so lazy but there's so much to go... U noe sth, i discovered mr ng's homepage by chance... He's actually 30... So young...>","<Sucks very much. I feel so lazy, but there's so much to go. Do you know something? I discovered MR. Ng's homepage by chance. He's actually 30. He is so young.","Sucks very much. I feel so lazy, but there's so much to go. Do you know something? I discovered MR. Ng's homepage by chance. He's actually 30. He is so young.>"
<Eh... U found job yet? I've got one... Have u done any accountin b4?>,<Have you found any job yet? I've got one. Have you done any accounting before?,Have you found any job yet? I've got one. Have you done any accounting before?>
<Arghh... I fail my evaluation again... Got 6 mistakes tis time...>,<Ah. I failed my evaluation again. I got 6 mistakes this time.,Ah. I failed my evaluation again. I got 6 mistakes this time.>
<Huh... Dun get u... Wat's up... I'm w my bf now... Y muz get somewhere quiet... U r weird today...>,<Huh? I don't get what you mean. What's up? I'm with my boyfriend now. Why must get somewhere quiet? You are weird today.,Huh? I don't get what you mean. What's up? I'm with my boyfriend now. Why must get somewhere quiet? You are weird today.>
<James: Hi everybody>,"<James: Hi, everybody.","James: Hi, everybody.>"
"<I was drinkin at spinelli's at heeren ma... Ur shift manager leh, u forgot liao ah...>","<I was drinking at Spinelli's at Heeren. Your shit manager, you forgot already?","I was drinking at Spinelli's at Heeren. Your shit manager, you forgot already?>"
"<Me admin oso... I'm quitin nxt wk, haha, wana take a break liao...>","<I am an administrator also. I am quitting next week. Haha, want to take a break already.","I am an administrator also. I am quitting next week. Haha, want to take a break already.>"
"<If dun hav bus not worth it lo.try tp one.ask if they sellin hse.or mon èn look lo.dun worry sure can find one.ür car learnin no,wkends meh?>","<If don't have bus then it's not worth it. Ask if they are selling house, or look on Monday. Don't worry. Sure can find. Your car learning not on weekends?","If don't have bus then it's not worth it. Ask if they are selling house, or look on Monday. Don't worry. Sure can find. Your car learning not on weekends?>"
<eh.. later meet ya all at tp mrtk..445pm>,"<Eh, later meet you all at TP MRT okay? At 4:45pm.","Eh, later meet you all at TP MRT okay? At 4:45pm.>"
"<I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?>","<I know that feeling, had it with Pete! Would get with them, another place and another time maybe?","I know that feeling, had it with Pete! Would get with them, another place and another time maybe?>"
<Wha buying new car?>,"<Wow, buying new car?","Wow, buying new car?>"
<I'm still at comp centre leh... There's still a long queue... Sianz... I might not b able to meet ur...>,<I'm still at Computer Centre. There's still a long queue. Sigh. I might not be able to meet you.,I'm still at Computer Centre. There's still a long queue. Sigh. I might not be able to meet you.>
<Daddy going out tonight... Ü come home urself... Buy rice oredi...>,<Daddy is going out tonight. You come home yourself. Buy rice already.,Daddy is going out tonight. You come home yourself. Buy rice already.>
<Hi..any gal like 2 chat>,<Hi. Any girl likes to chat?,Hi. Any girl likes to chat?>
"<Ya... Wont forget u... Now have to help xin chop one more seat, i became e choppin gal oredi...>","<Yes. I won't forget you. Now have to help Xin chop one more seat, I became the chopping girl already.","Yes. I won't forget you. Now have to help Xin chop one more seat, I became the chopping girl already.>"
"<Hey xin ah...R we goin 4 lesson on thurs? Oh fri rite, we r attendin e theory lesson hor...>","<Hey, Xin. Are we going for lesson on Thursday? Oh, Friday night we are attending the theory lesson?","Hey, Xin. Are we going for lesson on Thursday? Oh, Friday night we are attending the theory lesson?>"
<Ay i exam period ah...seow ah. Dyin-->,"<Ah, I'm in exam period. Ah, I'm dying.","Ah, I'm in exam period. Ah, I'm dying.>"
"<Yest nite... I was watchin e news ma... They were tokin abt farrer park, den ur were havin a game ma, so got filmed oso...>","<Yesterday night, I was watching the news. They were talking about Farrer Park. Then you were having a game, so got filmed also.","Yesterday night, I was watching the news. They were talking about Farrer Park. Then you were having a game, so got filmed also.>"
"<Hmmm... As usual, did lotsa shoppin, den went 4 tours lor... It's more fun goin w frens lor...>","<As usual, I did lots of shopping, then went for tours. It's more fun going with friends.","As usual, I did lots of shopping, then went for tours. It's more fun going with friends.>"
"<then it can moisturise our skin. and rub in circular motion. u wash face, tone,then put a bit of jelly and cream onto ur hand,and tap it on your face,>","<Then it can moisturise our skin and rub in circular motion. You wash face, tone, then put a bit of jelly and cream onto your hand, and tap it on your face.","Then it can moisturise our skin and rub in circular motion. You wash face, tone, then put a bit of jelly and cream onto your hand, and tap it on your face.>"
<Hey its meijun's bday today so we share n treat her to crepes k.>,"<Hey, it's Meijun's birthday today so we share and treat her to crepes k.","Hey, it's Meijun's birthday today so we share and treat her to crepes k.>"
